0,2200.000000,100.000000,100.000000,75.000000,1707.200928,240.000000
4
1,0.000000,0.000000,2390.000000,50.000000
1,0.000000,35.000000,20.000000,50.000000
1,2370.000000,35.000000,20.000000,50.000000
1,0.000000,70.000000,20.000000,50.000000
1,2370.000000,70.000000,20.000000,50.000000
1,0.000000,105.000000,20.000000,50.000000
1,2370.000000,105.000000,20.000000,50.000000
1,0.000000,140.000000,20.000000,50.000000
1,2370.000000,140.000000,20.000000,50.000000
1,0.000000,175.000000,20.000000,50.000000
1,2370.000000,175.000000,20.000000,50.000000
1,0.000000,210.000000,20.000000,50.000000
1,2370.000000,210.000000,20.000000,50.000000
1,2370.000000,245.000000,20.000000,50.000000
1,0.000000,280.000000,20.000000,50.000000
1,2370.000000,280.000000,20.000000,50.000000
1,0.000000,315.000000,20.000000,50.000000
1,540.000000,315.000000,1850.000000,50.000000
1,0.000000,350.000000,20.000000,50.000000
1,540.000000,350.000000,20.000000,50.000000
1,2370.000000,350.000000,20.000000,50.000000
1,0.000000,385.000000,20.000000,50.000000
1,540.000000,385.000000,20.000000,50.000000
1,2370.000000,385.000000,20.000000,50.000000
1,0.000000,420.000000,20.000000,50.000000
1,170.000000,420.000000,390.000000,50.000000
1,2370.000000,420.000000,20.000000,50.000000
1,0.000000,455.000000,20.000000,50.000000
1,2370.000000,455.000000,20.000000,50.000000
1,0.000000,490.000000,20.000000,50.000000
1,2370.000000,490.000000,20.000000,50.000000
1,0.000000,525.000000,20.000000,50.000000
1,2370.000000,525.000000,20.000000,50.000000
1,0.000000,560.000000,20.000000,50.000000
1,2370.000000,560.000000,20.000000,50.000000
1,0.000000,595.000000,20.000000,50.000000
1,2370.000000,595.000000,20.000000,50.000000
1,0.000000,630.000000,20.000000,50.000000
1,1180.000000,630.000000,20.000000,50.000000
1,1630.000000,630.000000,20.000000,50.000000
1,1990.000000,630.000000,20.000000,50.000000
1,2370.000000,630.000000,20.000000,50.000000
1,0.000000,665.000000,60.000000,50.000000
1,630.000000,665.000000,1470.000000,50.000000
1,2370.000000,665.000000,20.000000,50.000000
1,0.000000,700.000000,20.000000,50.000000
1,610.000000,700.000000,60.000000,50.000000
1,2370.000000,700.000000,20.000000,50.000000
1,0.000000,735.000000,20.000000,50.000000
1,590.000000,735.000000,80.000000,50.000000
1,2370.000000,735.000000,20.000000,50.000000
1,0.000000,770.000000,20.000000,50.000000
1,550.000000,770.000000,120.000000,50.000000
1,2370.000000,770.000000,20.000000,50.000000
1,0.000000,805.000000,670.000000,50.000000
1,2370.000000,805.000000,20.000000,50.000000
1,0.000000,840.000000,20.000000,50.000000
1,2370.000000,840.000000,20.000000,50.000000
1,0.000000,875.000000,20.000000,50.000000
1,2370.000000,875.000000,20.000000,50.000000
1,0.000000,910.000000,20.000000,50.000000
1,2370.000000,910.000000,20.000000,50.000000
1,0.000000,945.000000,20.000000,50.000000
1,2370.000000,945.000000,20.000000,50.000000
1,0.000000,980.000000,20.000000,50.000000
1,2370.000000,980.000000,20.000000,50.000000
1,0.000000,1015.000000,20.000000,50.000000
1,2370.000000,1015.000000,20.000000,50.000000
1,0.000000,1050.000000,20.000000,50.000000
1,2370.000000,1050.000000,20.000000,50.000000
1,0.000000,1085.000000,20.000000,50.000000
1,2370.000000,1085.000000,20.000000,50.000000
1,0.000000,1120.000000,20.000000,50.000000
1,220.000000,1120.000000,20.000000,50.000000
1,460.000000,1120.000000,20.000000,50.000000
1,770.000000,1120.000000,20.000000,50.000000
1,2370.000000,1120.000000,20.000000,50.000000
1,0.000000,1155.000000,20.000000,50.000000
1,180.000000,1155.000000,900.000000,50.000000
1,1240.000000,1155.000000,70.000000,50.000000
1,1450.000000,1155.000000,940.000000,50.000000
1,0.000000,1190.000000,20.000000,50.000000
1,1070.000000,1190.000000,20.000000,50.000000
1,1450.000000,1190.000000,20.000000,50.000000
1,2370.000000,1190.000000,20.000000,50.000000
1,0.000000,1225.000000,20.000000,50.000000
1,1070.000000,1225.000000,30.000000,50.000000
1,1450.000000,1225.000000,20.000000,50.000000
1,2370.000000,1225.000000,20.000000,50.000000
